RTT,RTO,Diferencia RTT-RTO
500.0,1000.0,500.0
750.0,1500.0,750.0
500.0,1687.5,1187.5
500.0,1421.875,921.875
500.0,1042.96875,542.96875
500.0,791.9921875,291.9921875
500.0,651.123046875,151.123046875
500.0,576.843261719,76.8432617188
500.0,538.74206543,38.7420654297
500.0,519.451141357,19.4511413574
490.0,510.002861023,20.0028610229
500.0,517.37780571,17.3778057098
500.0,525.56229353,25.5622935295
500.0,516.999494433,16.9994944334
490.0,509.882823676,19.8828236759
490.0,517.0721085,27.0721084997
240.0,507.859789608,267.859789608
240.0,812.510828644,572.510828644
250.0,635.900647782,385.900647782
250.0,452.861632256,202.861632256
500.0,353.908643219,146.091356781
500.0,988.657877187,488.657877187
500.0,884.754827488,384.754827488
500.0,727.483885968,227.483885968
500.0,622.51856104,122.51856104
500.0,563.453435034,63.4534350338
490.0,532.275256145,42.2752561454
490.0,528.530967784,38.5309677838
490.0,513.61381882,23.6138188197
500.0,502.893993142,2.89399314179
500.0,523.5975768,23.5975767999
500.0,517.336433457,17.3364334572
490.0,510.052627993,20.0526279929
490.0,517.257122917,27.2571229173
500.0,507.936263689,7.93626368885
490.0,525.08351327,35.0835132704
490.0,520.935988025,30.9359880246
490.0,508.81655186,18.8165518596
500.0,500.245415392,0.245415391661
500.0,522.353627155,22.3536271545
500.0,516.734543442,16.7345434419
250.0,509.845618615,259.845618615
250.0,817.10818467,567.10818467
500.0,642.861550479,142.861550479
500.0,1098.79623512,598.796235122
500.0,931.239482531,431.239482531
250.0,748.580082508,498.580082508
750.0,930.381086013,180.381086013
500.0,1826.62556433,1326.62556433
490.0,1409.00597246,919.005972464
490.0,1028.42628381,538.426283807
240.0,778.943966297,538.943966297
240.0,951.904689247,711.904689247
490.0,706.560521148,216.560521148
500.0,1125.22763241,625.227632405
500.0,966.850659161,466.850659161
500.0,771.98454032,271.98454032
490.0,645.632072845,155.632072845
500.0,583.441630345,83.4416303448
500.0,559.19830284,59.1983028402
500.0,533.968523337,33.968523337
250.0,518.076604648,268.076604648
490.0,821.3259023,331.3259023
500.0,1055.10622259,555.106222586
500.0,899.913929152,399.913929152
500.0,730.547169041,230.547169041
250.0,622.921135637,372.921135637
750.0,872.47354399,122.47354399
500.0,1796.08974394,1296.08974394
490.0,1394.04568298,904.045682981
490.0,1021.02304424,531.023044243
500.0,775.26157281,275.26157281
500.0,653.782555826,153.782555826
500.0,580.929220269,80.9292202687
490.0,541.474095723,51.4740957232
490.0,533.040758997,43.0407589971
490.0,515.846307282,25.8463072824
500.0,504.004635587,4.00463558718
500.0,524.154698597,24.1546985967
500.0,517.615444499,17.6154444991
250.0,510.19224605,260.19224605
250.0,817.326910064,567.326910064
750.0,642.971151792,107.028848208
500.0,1786.35095908,1286.35095908
490.0,1368.75721059,878.757210588
490.0,1003.27403806,513.274038056
490.0,765.110877218,275.110877218
500.0,632.173903157,132.173903157
500.0,587.102445117,87.1024451166
500.0,548.805095943,48.8050959429
500.0,525.716016318,25.7160163176
500.0,513.186375245,13.1863752453
490.0,509.990878692,19.990878692
490.0,515.821677408,25.8216774082
490.0,507.281848132,17.2818481319
500.0,500.15610748,0.156107479563
500.0,522.015596382,22.0155963824
490.0,516.544987734,26.544987734
500.0,519.695818123,19.6958181226
500.0,527.068983408,27.0689834077
490.0,517.83976029,27.8397602905
500.0,520.582744587,20.5827445867
500.0,527.43545158,27.43545158
500.0,518.003745612,18.0037456117
500.0,510.073377761,10.0733777613
500.0,509.970235973,9.97023597346
500.0,509.992558993,9.99255899337
500.0,509.998139748,9.99813974834
500.0,509.999534937,9.99953493709
500.0,509.999883734,9.99988373427
500.0,509.999970934,9.99997093357
500.0,509.999992733,9.99999273339
490.0,509.999998183,19.9999981833
490.0,512.521755995,22.521755995
500.0,505.635877203,5.63587720271
500.0,523.911688857,23.9116888568
490.0,517.229281992,27.2292819923
490.0,520.089250359,30.0892503587
500.0,509.16327752,9.16327752001
